"Train/step","cpo_filter_2025-11-19_21-13-35 - Train/Mrewards","cpo_filter_2025-11-19_21-13-35 - Train/Mrewards__MIN","cpo_filter_2025-11-19_21-13-35 - Train/Mrewards__MAX","cpo_filter_2025-11-19_21-13-35 - _step","cpo_filter_2025-11-19_21-13-35 - _step__MIN","cpo_filter_2025-11-19_21-13-35 - _step__MAX"
"1186363","-215.36622619628906","-215.36622619628906","-215.36622619628906","8105","8105","8105"
"1188361","-215.5052490234375","-215.5052490234375","-215.5052490234375","8116","8116","8116"
"1190159","-215.4148712158203","-215.4148712158203","-215.4148712158203","8127","8127","8127"
"1191657","-214.98341369628906","-214.98341369628906","-214.98341369628906","8137","8137","8137"
"1193155","-214.55625915527344","-214.55625915527344","-214.55625915527344","8146","8146","8146"
"1194953","-214.4753875732422","-214.4753875732422","-214.4753875732422","8157","8157","8157"
"1196351","-213.9393310546875","-213.9393310546875","-213.9393310546875","8166","8166","8166"
"1197749","-213.4086456298828","-213.4086456298828","-213.4086456298828","8176","8176","8176"
"1201247","-215.27740478515625","-215.27740478515625","-215.27740478515625","8191","8191","8191"
"1203245","-215.4173126220703","-215.4173126220703","-215.4173126220703","8202","8202","8202"
